,DATE,GPP_PI_F,TA,SITE_ID,LULC,LATITUDE,LONGITUDE,ELEVATION
104,2017-04-15,0.0,,US-Bi2,CRO,38.1091,-121.5351,-5.0
105,2017-04-16,0.0,,US-Bi2,CRO,38.1091,-121.5351,-5.0
106,2017-04-17,0.0,,US-Bi2,CRO,38.1091,-121.5351,-5.0
107,2017-04-18,0.0,,US-Bi2,CRO,38.1091,-121.5351,-5.0
108,2017-04-19,0.0,,US-Bi2,CRO,38.1091,-121.5351,-5.0
109,2017-04-20,0.0,,US-Bi2,CRO,38.1091,-121.5351,-5.0
110,2017-04-21,0.0,,US-Bi2,CRO,38.1091,-121.5351,-5.0
111,2017-04-22,0.0,,US-Bi2,CRO,38.1091,-121.5351,-5.0
112,2017-04-23,0.0,,US-Bi2,CRO,38.1091,-121.5351,-5.0
113,2017-04-24,0.0,,US-Bi2,CRO,38.1091,-121.5351,-5.0
114,2017-04-25,0.0,,US-Bi2,CRO,38.1091,-121.5351,-5.0
115,2017-04-26,0.0,,US-Bi2,CRO,38.1091,-121.5351,-5.0
116,2017-04-27,-20.711222,15.051250000000001,US-Bi2,CRO,38.1091,-121.5351,-5.0
117,2017-04-28,-25.30452,15.050833333333335,US-Bi2,CRO,38.1091,-121.5351,-5.0
118,2017-04-29,13.829078,16.750416666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
119,2017-04-30,-11.540156999999999,17.710625,US-Bi2,CRO,38.1091,-121.5351,-5.0
120,2017-05-01,-3.7158379999999998,21.893958333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
121,2017-05-02,-1.707166,24.47083333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
122,2017-05-03,-5.650416,24.17770833333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
123,2017-05-04,-25.983109000000002,20.648333333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
124,2017-05-05,27.841423,16.167291666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
125,2017-05-06,-0.14325599999999916,13.701458333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
126,2017-05-07,74.692849,16.750416666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
127,2017-05-08,7.3093960000000004,18.06833333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
128,2017-05-09,6.8185530000000005,19.810208333333332,US-Bi2,CRO,38.1091,-121.5351,-5.0
129,2017-05-10,-23.382287,14.837083333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
130,2017-05-11,-21.485229,14.487916666666665,US-Bi2,CRO,38.1091,-121.5351,-5.0
131,2017-05-12,-13.641181,13.532916666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
132,2017-05-13,-10.990482,13.203354166666665,US-Bi2,CRO,38.1091,-121.5351,-5.0
133,2017-05-14,1.4634229999999993,14.368958333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
134,2017-05-15,-20.846195999999996,14.846666666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
135,2017-05-16,57.691269,13.359166666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
