SITE_ID,START_DATE,END_DATE,water_mean,trees_mean,grass_mean,flooded_vegetation_mean,crops_mean,shrub_and_scrub_mean,built_mean,bare_mean,snow_and_ice_mean,label_mean,EXTENDED_END_DATE
US-Ne3,2016-6-1,2016-8-31,0.03683478286,0.04861788406,0.1322426565,0.03822490965,0.4794484248,0.05538052518,0.04424057149,0.1228400388,0.0421284182,4,
US-Bi2,2020-6-1,2020-8-31,0.03695487829,0.07565174259,0.06482463638,0.02758396805,0.5912680585,0.04828826295,0.08188994129,0.04202884143,0.03147155255,4.03348194,
US-UMd,2019-3-2,2019-5-31,0.03706622811,0.221632526,0.05316723021,0.0307813155,0.04164790552,0.1104515589,0.02916314195,0.04916761387,0.4268854424,5.228344784,
US-WCr,2018-9-1,2018-11-30,0.03708404911,0.4621472486,0.03180258256,0.025720562,0.03360943447,0.06257933782,0.04128664094,0.06277110399,0.2429621478,3.333333333,
US-Var,2020-9-1,2020-11-30,0.03708695259,0.05731167671,0.1105906551,0.03503722259,0.06737370796,0.4085126016,0.03572173815,0.2040136541,0.04431175603,5.165073934,
US-Bi2,2017-6-1,2017-8-31,0.03712550559,0.09779791816,0.05264340684,0.02793963101,0.6051800893,0.0472508107,0.0588759901,0.04158668301,0.03156133724,4,
US-SRG,2016-6-1,2016-8-31,0.03713733255,0.1649264625,0.2874219927,0.03014222747,0.06044476259,0.2205588062,0.04342356765,0.1030677055,0.05283579121,2.95846936,
US-Bi1,2019-12-1,2020-3-1,0.03717956441,0.1209399795,0.1823950675,0.03930718726,0.4563795649,0.05002701632,0.03870678826,0.03881634074,0.03620944947,3.431278638,
US-Me2,2019-9-1,2019-11-30,0.03719964248,0.6629247898,0.03256642588,0.03511848626,0.02924835138,0.04327286434,0.02837014048,0.03766373853,0.09359981967,1.7,
US-BZo,2019-6-1,2019-8-31,0.03731467285,0.3933197784,0.1771423152,0.03996048894,0.02666649466,0.2149108205,0.0318273724,0.04828157785,0.03053714926,2.028337298,
US-Me2,2018-12-1,2019-3-1,0.03733570244,0.585491407,0.05738156,0.1101845978,0.02684776195,0.08188097663,0.03057414089,0.03780658262,0.03245963473,1,
US-Me2,2019-6-1,2019-8-31,0.03737291037,0.6273278519,0.03337833308,0.02376019591,0.09207665212,0.07241373565,0.03883079919,0.04335990293,0.03144326548,1.333333333,
US-Syv,2019-9-1,2019-11-30,0.03742615525,0.480502328,0.05791775905,0.03122734061,0.03403391981,0.1657055422,0.04542580092,0.06093283296,0.08678984193,2.408509808,
US-BZS,2019-6-1,2019-8-31,0.03743957182,0.6019434716,0.0936540186,0.03932132171,0.02513098042,0.1006771533,0.02532077566,0.04105668567,0.03541829102,1.035464833,
US-CS2,2019-6-1,2019-8-31,0.03744937814,0.7360906137,0.03338333492,0.0343885724,0.03387255784,0.03035744032,0.02716659376,0.03286292858,0.03439408149,1,
US-UMd,2021-3-2,2021-5-31,0.03746169703,0.38582076,0.0529698931,0.02993373276,0.03956010787,0.1013185465,0.03324155672,0.04651698045,0.2731389883,3.63479177,
US-SRG,2021-3-2,2021-5-31,0.03748406474,0.02419508399,0.06134663342,0.02891250913,0.06705349551,0.3149277712,0.03341677289,0.3963463487,0.03627814838,6.818876868,
US-WCr,2020-9-1,2020-11-30,0.03758814535,0.4762198497,0.03698734186,0.02479836579,0.02975921162,0.07928809468,0.04111606931,0.06021047531,0.2139956205,3.1,
US-Uaf,2016-6-1,2016-8-31,0.03760140984,0.5510847096,0.110271971,0.03462801396,0.02493318952,0.1318475865,0.03256526382,0.0451876591,0.03184175355,1,
US-UMd,2018-3-2,2018-5-31,0.03760221735,0.2219957687,0.05078214351,0.03267619004,0.04188692977,0.1079391075,0.0330027075,0.04646054638,0.4276172167,5.634253291,
US-CS2,2018-6-1,2018-8-31,0.03768431443,0.7392125438,0.03219480049,0.03518313688,0.03475481792,0.02904723535,0.02570928722,0.0317753693,0.03440346994,1,
US-Tw1,2020-3-2,2020-5-31,0.03780243565,0.1800516832,0.1985242421,0.04737791132,0.1850884515,0.2198193281,0.03350415302,0.05261235027,0.04517752535,2.977195931,
US-Var,2021-6-1,2021-8-31,0.03780956938,0.04462641701,0.08403408629,0.02863319839,0.05957476789,0.455072511,0.03586637579,0.2122359901,0.0421075899,5.266666667,
US-Uaf,2021-9-1,2021-11-30,0.03783827205,0.3687176186,0.08481276439,0.04078501275,0.03066061027,0.2941229896,0.03339331801,0.08147317874,0.02815676737,2.42947379,
US-LL1,2020-12-1,2021-3-1,0.03784754134,0.6336532551,0.04632918141,0.03178965797,0.03470167522,0.09172067801,0.03428644184,0.04668969195,0.04294470953,1.428378472,
US-ICh,2021-6-1,2021-8-31,0.03784768607,0.07534621471,0.2864142111,0.04274548323,0.03243375418,0.1640887927,0.03991578863,0.08413141483,0.2370375682,4.181965613,
US-CS2,2018-3-2,2018-5-31,0.03790847695,0.6668847089,0.0428969305,0.04732653168,0.036940483,0.03930528166,0.02952069923,0.03491940702,0.06426109208,1.056316858,
US-Tw5,2019-6-1,2019-8-31,0.03792859041,0.2724541057,0.09717086832,0.1268151699,0.1189844794,0.2100367758,0.04080489486,0.04625366804,0.04950912071,2.728548866,
US-Me6,2017-12-1,2018-3-1,0.03801786514,0.5087994857,0.06491019687,0.02737590623,0.03472655418,0.2019562073,0.04494956355,0.05183461446,0.02738881635,1,
US-CS2,2018-9-1,2018-11-30,0.03809523687,0.7344097922,0.03225829594,0.03712370339,0.03269455839,0.03340504862,0.02571406581,0.03346606767,0.03279782802,1,
US-BZF,2019-12-1,2020-3-1,0.03810771638,0.02274369712,0.02681555578,0.02819112863,0.03072533874,0.02314312316,0.04564585172,0.1111526167,0.673438302,8,
US-SRG,2016-12-1,2017-3-1,0.03814314677,0.05652090798,0.03250294295,0.04228610985,0.0486333543,0.4130945511,0.03340171403,0.2982564183,0.03712031773,5.29810008,
US-BZS,2018-6-1,2018-8-31,0.0381951307,0.6091031662,0.09603507126,0.03502021664,0.03088707297,0.08955364071,0.02947374178,0.03702341984,0.03467076676,1.044176109,
US-Srr,2016-9-1,2016-11-30,0.03820270278,0.09414292281,0.247548242,0.07773677462,0.1021453375,0.2277854939,0.03767811148,0.1363168654,0.03840060304,3.575690881,
US-SRG,2020-3-2,2020-5-31,0.03821556462,0.048324732,0.09122966772,0.02838105987,0.05670613333,0.3376772286,0.03387179238,0.3329409592,0.03261235784,5.947111525,
US-CS2,2021-9-1,2021-11-30,0.03825292068,0.7333631865,0.03193114887,0.03498772934,0.03314462237,0.03350243121,0.02739247791,0.03396475517,0.03342604081,1,
US-Syv,2021-3-2,2021-5-31,0.03827647861,0.278433441,0.05732673221,0.03278812988,0.03703448027,0.1482562899,0.03900264592,0.0564578309,0.312385573,4.98367721,
US-ICs,2016-12-1,2017-3-1,0.03831425586,0.02284791864,0.02644929834,0.02772439011,0.03056481831,0.02331817161,0.04799769982,0.1025987907,0.6801483861,8,
US-BZS,2019-12-1,2020-3-1,0.03833479457,0.03049994749,0.02931812303,0.03233832426,0.02926934884,0.0279776571,0.03976180149,0.06071667603,0.7117468404,8,
US-Ne1,2020-9-1,2020-11-30,0.03847232382,0.1017915885,0.05769586228,0.02999640718,0.5740808164,0.04473154915,0.03115229754,0.08118847896,0.04085317042,3.614905237,
US-BZS,2017-6-1,2017-8-31,0.03847682393,0.6341223134,0.08767378019,0.03746472253,0.0373767194,0.07052845212,0.02929999205,0.03372055711,0.03129923239,1.001255472,
US-Tw1,2019-9-1,2019-11-30,0.03850693496,0.3230874416,0.07501225373,0.06738748418,0.2364181122,0.1541467802,0.03700125564,0.03450202308,0.03389689546,2.312412479,
US-Ton,2021-6-1,2021-8-31,0.03851122957,0.3373932858,0.03767508553,0.02571929321,0.060183582,0.3033027755,0.03572601001,0.1111633034,0.05028579536,2.953569594,
US-CS2,2020-6-1,2020-8-31,0.03854683049,0.7368140163,0.03265405125,0.03553613956,0.03463420849,0.02905156087,0.02629632859,0.0320008945,0.03443096249,1,
US-Ton,2017-12-1,2018-3-1,0.03862170026,0.556634042,0.04880306896,0.02149474639,0.03949988305,0.1470323588,0.03811691718,0.06971871739,0.04003868438,1,
US-LS2,2016-3-2,2016-5-31,0.03862496427,0.12657733,0.04184451348,0.02910714913,0.1122740659,0.4400713312,0.0389562391,0.1410199915,0.03148441308,4.809489149,
US-BZF,2020-12-1,2021-3-1,0.03868300808,0.02370668147,0.02721840682,0.02859061634,0.03208686155,0.02467299042,0.05032542998,0.1089605207,0.6657188705,8,
US-Ton,2016-12-1,2017-3-1,0.03871167585,0.4690352361,0.08895616052,0.02697363858,0.07502783493,0.1722237846,0.04089797796,0.0458632837,0.04226937758,1,
US-Bi1,2018-12-1,2019-3-1,0.03873359234,0.146588089,0.2153138425,0.03814398936,0.2554554329,0.09454894096,0.04254791434,0.05802785179,0.1106001266,3.504051305,
US-KFS,2019-3-2,2019-5-31,0.03876385441,0.04042926294,0.2692981634,0.0393716321,0.1953864453,0.1704667751,0.03346084047,0.1212362123,0.09154650145,3.647810275,
US-Syv,2019-3-2,2019-5-31,0.03881753875,0.2005838329,0.05144222679,0.03280811115,0.04265094882,0.1392547861,0.04002657337,0.0544047243,0.3999729339,5.68267967,
US-Tw4,2019-6-1,2019-8-31,0.03892858743,0.3166699929,0.070998984,0.03639520647,0.2761567307,0.1452745179,0.03615906122,0.04136865147,0.03800766746,2.409317347,
US-BZS,2016-12-1,2017-3-1,0.03921536139,0.02882476451,0.02771755897,0.03266998938,0.0311934602,0.02793612641,0.04644252111,0.06687059272,0.6990932686,8,
US-Tw4,2018-3-2,2018-5-31,0.0392273003,0.1011395116,0.2214128373,0.04978355944,0.1210464358,0.3120383621,0.0385088875,0.08086582348,0.03593489398,4.584662434,
US-CS2,2019-9-1,2019-11-30,0.03924428814,0.7320480406,0.03262917857,0.03814962584,0.03218864714,0.03246063334,0.02646278337,0.03375094661,0.03303063777,1,
US-BZF,2016-12-1,2017-3-1,0.03928419464,0.02400161242,0.02675154611,0.02810933894,0.0320145331,0.02392989537,0.04808035143,0.1021641024,0.6756275106,8,
US-Syv,2020-9-1,2020-11-30,0.03933779332,0.475692008,0.05585563829,0.03376447693,0.03314206883,0.1378273398,0.04940197637,0.06140189844,0.1135381338,2.639705482,
US-Bi1,2017-12-1,2018-3-1,0.03936127884,0.08642315394,0.2369315744,0.03590743158,0.4058832247,0.09575039112,0.03431803543,0.03308787685,0.03229746509,3.139734631,
US-Tw5,2018-6-1,2018-8-31,0.03940096473,0.2849828619,0.08479061752,0.2656591139,0.1008879789,0.1039237743,0.0382777048,0.04044279602,0.04159281065,2.082478477,
US-Bi2,2019-6-1,2019-8-31,0.03950574276,0.08232047997,0.05910953678,0.02789333997,0.6111805452,0.04940389785,0.05364830469,0.0450840397,0.03181562796,4,
US-Tw5,2017-12-1,2018-3-1,0.0395118087,0.09364329824,0.1207856553,0.1923124595,0.06309099327,0.33406177,0.0437666081,0.07869084111,0.03409477152,4.620358614,
US-Uaf,2016-3-2,2016-5-31,0.03954596295,0.1708378149,0.08008342748,0.03444572426,0.03095861657,0.2021278092,0.03223607126,0.07373575424,0.3359903665,5.465516587,
US-Rpf,2017-9-1,2017-11-30,0.03955784535,0.2199492856,0.07299304441,0.03596877178,0.03749378548,0.1889517077,0.04419798538,0.1029196111,0.2579287085,4.6,
US-BZS,2020-6-1,2020-8-31,0.03957613797,0.6217419387,0.08179246829,0.04189899459,0.02642186895,0.08596368408,0.0271368548,0.04073365394,0.0346973378,1.021812801,
US-WCr,2021-3-2,2021-5-31,0.03958754245,0.3247923593,0.05166025709,0.02228432085,0.04205670933,0.1731050408,0.03573676175,0.1039236435,0.2068147517,4.022399,
US-Tw4,2021-3-2,2021-5-31,0.03959606858,0.1764452213,0.1926317463,0.04072466142,0.1658501717,0.2400530749,0.03478499157,0.06576908528,0.04410336118,3.013395413,
US-Ro5,2020-6-1,2020-8-31,0.03971006413,0.07458389361,0.1265975085,0.02721220372,0.5456690534,0.04284408717,0.04212680069,0.06134103981,0.03987631013,3.933486734,
US-UMd,2017-3-2,2017-5-31,0.03973484398,0.1765489918,0.04512641288,0.03177986851,0.04255006372,0.1026166532,0.03362426492,0.04898323922,0.4789989799,5.834021925,
US-Ro1,2016-6-1,2016-8-31,0.03979062393,0.04614792251,0.2163535916,0.04005450236,0.4644019608,0.04692246402,0.04027760573,0.06623905323,0.03977274486,4,
US-CS5,2021-9-1,2021-11-30,0.0397980299,0.03231832446,0.1122026748,0.02882310644,0.5467543358,0.06304914688,0.03111125834,0.1045426347,0.04136276556,3.887202532,
US-Los,2017-3-2,2017-5-31,0.03981557603,0.07289101606,0.06607610805,0.03175756604,0.03287886627,0.4536226633,0.02703785887,0.2405904832,0.03529168252,5,
US-SRG,2017-3-2,2017-5-31,0.03981850585,0.03013330432,0.05555777946,0.02817940876,0.07427673358,0.385924834,0.0310959908,0.323976171,0.03099868778,5.831495852,
US-Ton,2020-12-1,2021-3-1,0.03984370332,0.4604244243,0.06029233192,0.02194089561,0.04526414192,0.1762266605,0.04168294454,0.1122787549,0.04200556423,1.161006677,
US-Syv,2018-3-2,2018-5-31,0.03986435237,0.1968801283,0.04150103882,0.03389729588,0.04067253047,0.1108788895,0.03991190229,0.05221976199,0.444136423,6.024219193,
US-Ro6,2020-9-1,2020-11-30,0.03988713411,0.07985959958,0.1651653535,0.04870273429,0.4707983897,0.0480503078,0.03386114043,0.07018239608,0.04345343583,3.555803022,
US-Ton,2018-12-1,2019-3-1,0.03990712498,0.6033252844,0.04680078626,0.02076903558,0.04140553631,0.09867213723,0.04259610856,0.06417054992,0.042315328,1,
US-Syv,2020-3-2,2020-5-31,0.03994652965,0.1522458036,0.05172212184,0.03423563875,0.04490800568,0.1733408265,0.03898284031,0.05792869018,0.4066504697,6.550330057,
US-BZS,2017-12-1,2018-3-1,0.03999384776,0.02905259801,0.02936322909,0.03257910943,0.03090746358,0.02485159884,0.03746954846,0.059822021,0.7159244043,8,
US-BZS,2018-12-1,2019-3-1,0.04020027921,0.03474329728,0.03020190126,0.03430220991,0.02953719802,0.02748360525,0.03665292508,0.05381967905,0.7130229022,8,
US-CS2,2020-3-2,2020-5-31,0.04020070121,0.7047039607,0.04238827601,0.04815586067,0.03652830808,0.02801102525,0.03051248577,0.0317302512,0.0377325964,1,
US-UMd,2016-3-2,2016-5-31,0.0402612212,0.2988402104,0.05287472386,0.02853340206,0.03716162257,0.08770844852,0.02859648207,0.04828354583,0.3777031835,4.5,
US-SRG,2019-12-1,2020-3-1,0.04034139225,0.135871487,0.06584709507,0.03616731139,0.04774134423,0.3891404937,0.03388396539,0.216313396,0.03465278026,5.12122023,
US-BZF,2017-9-1,2017-11-30,0.04035179054,0.08614556284,0.2201970233,0.04717433648,0.05586207786,0.278896152,0.03894466475,0.1009159545,0.1314711054,4.756913973,
US-CS2,2021-3-2,2021-5-31,0.04037285218,0.6910541844,0.04795400991,0.05364786862,0.03373413217,0.03587638157,0.02838139979,0.03426928949,0.03467427307,1,
US-CdM,2019-12-1,2020-3-1,0.04044066157,0.02697626865,0.02841246032,0.03303358021,0.03258919291,0.02663292584,0.0352330181,0.07364440311,0.703001683,8,
US-LS1,2016-3-2,2016-5-31,0.04046494147,0.02938018355,0.1326631327,0.033511505,0.2372943173,0.2613546753,0.02847480758,0.2022883358,0.03452711238,4.667060737,
US-Syv,2021-9-1,2021-11-30,0.04046980205,0.5039058092,0.0500916816,0.03113931167,0.03314045224,0.1169893072,0.04510658359,0.06763304337,0.1114859403,2.497213976,
US-ICh,2016-12-1,2017-3-1,0.04051434617,0.02273488997,0.02629457787,0.02827787862,0.03083055666,0.02336951727,0.04777801717,0.1042489758,0.6759150528,8,
US-Ro6,2020-3-2,2020-5-31,0.04051681722,0.04370695115,0.3832909131,0.03464897524,0.1826028803,0.08954632684,0.03693763203,0.07750777097,0.1112022893,2.944969844,
US-CS2,2021-6-1,2021-8-31,0.0405173099,0.7310262399,0.03291381257,0.03918863085,0.03816744431,0.02491190792,0.02605389251,0.03025891157,0.03692606327,1,
US-Ro6,2017-6-1,2017-8-31,0.04053385548,0.04713247841,0.08954483065,0.03149268512,0.5874366705,0.08424601807,0.03825371206,0.05408445268,0.02723762669,4,
US-Ne3,2018-6-1,2018-8-31,0.04067911359,0.05134531188,0.1246603615,0.0364393023,0.4794891249,0.04231197349,0.05067606448,0.09645126081,0.07790851964,4.422710135,
US-Tw1,2019-3-2,2019-5-31,0.04079489622,0.1740830408,0.1776815819,0.05146067454,0.1635367381,0.252279263,0.03501333494,0.06032540317,0.04478270801,3.600871296,
US-Me2,2019-12-1,2020-3-1,0.04084518693,0.5007306957,0.08149647465,0.09701200196,0.02825837652,0.1160236174,0.03166238261,0.05243067079,0.05150002585,1,
US-ICh,2018-6-1,2018-8-31,0.04092737879,0.0734515237,0.2035362071,0.04210484429,0.0331271659,0.1843481593,0.03424970588,0.09738957578,0.2908265586,5.18378176,
US-Bi1,2021-12-1,2022-3-1,0.04107810629,0.124386196,0.2901958657,0.0368584231,0.3060380303,0.08747336017,0.0384497456,0.03397106688,0.04150823096,2.68147678,
US-WCr,2019-9-1,2019-11-30,0.04108362798,0.3802925576,0.04171804123,0.03461748633,0.03884131024,0.09430790022,0.04294402891,0.07117433969,0.2549825781,3.867422164,
US-Tw5,2019-9-1,2019-11-30,0.04115571331,0.2449327931,0.06036084996,0.2809098872,0.09650518561,0.1610066122,0.03875456891,0.0358430729,0.04048973658,2.138759788,
US-BZS,2017-3-2,2017-5-31,0.04118724088,0.02778644693,0.03081979177,0.03080255395,0.02847798052,0.02266333677,0.02944257663,0.06465790619,0.7241274218,8,
US-Tw4,2020-9-1,2020-11-30,0.04121696877,0.268133573,0.05010739905,0.06140246799,0.2720732379,0.1517499677,0.04397312597,0.0598762374,0.05142525729,2.982885998,
US-Ne2,2017-9-1,2017-11-30,0.04124803387,0.03701550629,0.07737330986,0.03106662143,0.3998371335,0.1211278124,0.03045192114,0.225809304,0.03603115379,4.93844559,
US-UMd,2020-12-1,2021-3-1,0.04129669674,0.1406437264,0.04425699462,0.03421567812,0.03319993973,0.07574947478,0.03329191965,0.04723694753,0.5500723062,6.420302429,
US-Ne3,2017-12-1,2018-3-1,0.04131008859,0.02541617221,0.03486822693,0.03021944808,0.2726364874,0.0308655688,0.03797794329,0.1154014804,0.4112680425,6.4,
US-Ro6,2018-9-1,2018-11-30,0.04136151681,0.06756027565,0.1795553464,0.03186727442,0.2728837552,0.0839136495,0.04078268491,0.05915098707,0.2228852783,4.813149199,
US-KFS,2016-3-2,2016-5-31,0.04138839991,0.04072880414,0.3791780117,0.0504988829,0.1282894546,0.1687226495,0.03413011225,0.1208871924,0.03613672342,3.227522081,
US-BZo,2018-6-1,2018-8-31,0.04149817679,0.4568694621,0.1430004484,0.04458361674,0.03276118614,0.1805537584,0.03508230837,0.03609420518,0.02951751788,1.623187918,
US-Syv,2017-3-2,2017-5-31,0.04151091541,0.225867795,0.0462772848,0.03065298796,0.0433768721,0.1934952905,0.03916854575,0.05496687988,0.324644732,5.379661386,
US-Me6,2016-12-1,2017-3-1,0.04152457604,0.02979513775,0.03106894802,0.03388539437,0.03351241292,0.02169690326,0.02812340264,0.05477049374,0.7255877194,8,
US-CMW,2017-12-1,2018-3-1,0.04153693655,0.409621614,0.04515844392,0.02559443746,0.05414210828,0.2828504194,0.02919822644,0.08447891859,0.0273795874,2.758654877,
US-WCr,2018-3-2,2018-5-31,0.0415573748,0.1301468423,0.03926739577,0.02919959639,0.03692501231,0.1023485495,0.03648320866,0.08783240871,0.4962025322,6.741766866,
US-WCr,2020-3-2,2020-5-31,0.04156679779,0.07626083395,0.09570102184,0.02726041289,0.04643678051,0.1521579515,0.03946133634,0.1079636818,0.4131531782,6.501999726,
US-BZS,2020-12-1,2021-3-1,0.04158414967,0.03642859109,0.02915254504,0.03602000189,0.03300227224,0.03103578462,0.04928460326,0.05979840693,0.6836564442,8,
US-Tw1,2017-9-1,2017-11-30,0.04159976623,0.1790253581,0.06696186961,0.3451677618,0.1618195562,0.07843615083,0.05630697275,0.03227008804,0.03837126784,2.943574444,
US-Ne2,2017-12-1,2018-3-1,0.04162681707,0.02500139955,0.04255157073,0.03470245743,0.2201938047,0.04475088783,0.03838542571,0.1414498103,0.4113002669,6.7,
US-Ne3,2017-9-1,2017-11-30,0.04164933645,0.05244929711,0.09646740089,0.03182130478,0.4292852618,0.1049829509,0.03112748051,0.1793011292,0.03287677436,4.798643424,
US-Los,2018-12-1,2019-3-1,0.0417129638,0.02352032261,0.02591541935,0.02818474675,0.03118360364,0.02488895103,0.04275039117,0.1076883108,0.6741192606,8,
US-Ne1,2018-6-1,2018-8-31,0.04173882785,0.106457592,0.1321141786,0.02993781657,0.5205630749,0.03910953454,0.04495716925,0.0422628754,0.04281954826,3.658999631,
US-Prr,2016-3-2,2016-5-31,0.04175811976,0.04630170506,0.1154665378,0.03352037687,0.0264899446,0.1463416735,0.03203486275,0.08602518925,0.4720236868,7,
US-Ro4,2016-12-1,2017-3-1,0.04182305834,0.02414735251,0.0235937823,0.03005292276,0.03441691145,0.03039258285,0.04401501324,0.09748649714,0.6740353172,8,
US-Uaf,2018-12-1,2019-3-1,0.04189882401,0.02484648783,0.02737952596,0.0291420174,0.03186956911,0.02319756339,0.03522542552,0.07238552145,0.7140193994,8,
US-Prr,2015-12-1,2016-3-1,0.0419373881,0.02988177313,0.03232027631,0.03786042605,0.03345873196,0.03077208405,0.04550201517,0.06560637964,0.6826250521,8,
US-BZS,2018-3-2,2018-5-31,0.0419548305,0.1148775856,0.04968823311,0.03840376325,0.02755322966,0.0761501572,0.03036043948,0.06264119553,0.5583334844,6.747086267,
US-Ne3,2019-6-1,2019-8-31,0.04196149042,0.0722621547,0.1904879684,0.03135762498,0.4812278381,0.04095562425,0.04826286458,0.04988966786,0.04355516092,3.970746563,
US-Ne1,2017-3-2,2017-5-31,0.04197182186,0.02370326117,0.08711267913,0.0234997676,0.5841438606,0.04866550919,0.02626762517,0.121005808,0.04359025406,4,
US-BZo,2019-3-2,2019-5-31,0.04201805321,0.151183678,0.1036520226,0.04393550794,0.02798410721,0.247232747,0.03506876612,0.05385532805,0.295031514,5.76110882,
US-Ne3,2017-3-2,2017-5-31,0.0420642935,0.02997391682,0.06614186501,0.02632201463,0.610218827,0.0352376665,0.02810573117,0.1186039795,0.0432950053,4,
US-Snf,2017-12-1,2018-3-1,0.04207033138,0.05558118124,0.3615625816,0.04623922709,0.2365170313,0.1150550487,0.0576694352,0.04349932665,0.0417648422,2.541776971,
US-Rpf,2018-12-1,2019-3-1,0.04209512583,0.02785667232,0.03061687586,0.03308438953,0.03265295462,0.02748884558,0.0431705671,0.07169336172,0.6913037321,8,
US-Ne1,2019-6-1,2019-8-31,0.04210776599,0.09384171788,0.1047410688,0.0306901107,0.5546105384,0.03611134247,0.04507532136,0.05564433102,0.03713877787,3.900027036,
US-Ne3,2020-9-1,2020-11-30,0.04213566762,0.07221163404,0.1016379073,0.03598085651,0.4880236693,0.06640892308,0.03246634742,0.120530778,0.04056529958,4.037760571,
US-BZS,2016-3-2,2016-5-31,0.0422073383,0.2512807816,0.06995941719,0.03443004131,0.02610424678,0.1236424686,0.02863280227,0.0489096557,0.3747958806,4.915460237,
US-Ne2,2019-6-1,2019-8-31,0.04222843762,0.1003053048,0.1044528287,0.03057900127,0.5465721419,0.03728573132,0.04466136505,0.0568380987,0.03703821923,3.836212567,
US-BZF,2017-12-1,2018-3-1,0.04227887583,0.02405093764,0.02703864399,0.02750464372,0.0298565122,0.02024339185,0.03727573057,0.09774744663,0.6939682904,8,
US-Uaf,2019-6-1,2019-8-31,0.0423047603,0.4739612749,0.1020481382,0.03617514536,0.03147464825,0.1625157157,0.03351001459,0.08009336644,0.03787757557,1.335151981,
US-Rpf,2020-12-1,2021-3-1,0.04236868201,0.03164240139,0.03113425723,0.03690848318,0.03372729689,0.03123578668,0.0445910096,0.06630119757,0.6820548754,8,
US-EML,2016-9-1,2016-11-30,0.04244325405,0.02394293392,0.02542784384,0.0255841667,0.03112353788,0.02354269884,0.03902266893,0.08060340791,0.7082733238,8,
US-Uaf,2018-3-2,2018-5-31,0.04246393325,0.05292303916,0.0655907819,0.03845331553,0.02883416104,0.1294795955,0.03342463711,0.09462260346,0.5141708187,7.19924019,
US-BZF,2018-12-1,2019-3-1,0.04250285944,0.02424249803,0.02772827103,0.0287265767,0.03105834336,0.02132119693,0.04095019229,0.1055181288,0.677916591,8,
US-CMW,2020-12-1,2021-3-1,0.04259123136,0.4309808463,0.04535906122,0.02706669279,0.04934440143,0.2574993043,0.02936901066,0.08880724881,0.0289425156,1.660526081,
US-Uaf,2020-12-1,2021-3-1,0.04259373569,0.02664655396,0.02907548417,0.03221932843,0.03280437576,0.0241868723,0.03430885859,0.06288698356,0.715241842,8,
US-Tw1,2020-9-1,2020-11-30,0.04261989458,0.3574019313,0.06256963119,0.08778101923,0.1879499957,0.1314906121,0.03889213078,0.04771108919,0.0435428545,2.080646715,
US-Uaf,2019-3-2,2019-5-31,0.0426298316,0.144089965,0.09620890721,0.03974391306,0.03197043232,0.2285372871,0.0319656756,0.0778717532,0.3069440202,5.662562558,
US-Srr,2017-9-1,2017-11-30,0.04266137856,0.1686964194,0.1734636227,0.09335836579,0.1631980581,0.1589678481,0.04133931117,0.110634329,0.04763806509,2.672665449,
US-BZF,2016-9-1,2016-11-30,0.0427928094,0.03527807445,0.03169429127,0.04360843268,0.07136324423,0.05923504198,0.04943927902,0.08396732627,0.5825831325,8,
US-Ne3,2018-9-1,2018-11-30,0.04280552528,0.1861276486,0.1154207966,0.03493822885,0.3017247013,0.1068556125,0.03483196031,0.1393084942,0.03794727156,3.70350668,
US-Los,2021-3-2,2021-5-31,0.04281003511,0.08229876211,0.1101373214,0.03869775956,0.03889938455,0.2840000842,0.03395817449,0.1793145958,0.1898444411,5.728378415,
US-Ne2,2020-9-1,2020-11-30,0.04285318109,0.09558137897,0.1086975111,0.03702728282,0.4846135148,0.05427892483,0.03163187834,0.1051267781,0.04015101487,3.5769751,
US-Ro4,2021-9-1,2021-11-30,0.04293092042,0.1086832195,0.2331968452,0.04342662406,0.06622459615,0.2303993148,0.0315039138,0.2134080841,0.03018506032,4.520215726,
US-Bi1,2016-12-1,2017-3-1,0.04299224107,0.03925512482,0.1814186859,0.03146323777,0.5636470004,0.04994961235,0.03078334645,0.0277931981,0.03266101405,3.353993808,
US-ICs,2018-6-1,2018-8-31,0.04311258968,0.1728375284,0.1076398641,0.04772166349,0.03868428643,0.2211335529,0.0345973584,0.1027422159,0.2314910102,4.746213209,
US-WCr,2017-9-1,2017-11-30,0.04312469145,0.4480385134,0.03371007689,0.02852512568,0.03209489202,0.08573827078,0.04051612462,0.08676723509,0.2014475733,3.728745028,
US-Ro2,2016-12-1,2017-3-1,0.04314820777,0.02433377273,0.02795115488,0.02923777615,0.03033656858,0.02130123428,0.03795054034,0.1044396765,0.6812649999,8,
US-Srr,2016-12-1,2017-3-1,0.04316042721,0.1425564694,0.3575148053,0.04591363968,0.1271205872,0.1567963074,0.02945211227,0.05723206622,0.04021214202,1.960350335,
US-BZS,2021-3-2,2021-5-31,0.04316150491,0.1475316839,0.05223247841,0.03459599427,0.02923177856,0.07612274528,0.02773754468,0.06272632478,0.5266234836,6.318881142,
US-BZo,2020-9-1,2020-11-30,0.04321393459,0.1187936051,0.1315258767,0.04529420952,0.0303144907,0.2765097474,0.03252348164,0.07161320987,0.2501727026,5.788461538,
US-Uaf,2017-3-2,2017-5-31,0.04328274915,0.02530447761,0.02913350231,0.03111203278,0.031549518,0.02191630831,0.03306617705,0.08438736163,0.7002119751,8,
