system:index,ZCTA5CE10,.geo
0004000000000000074e,43962,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000074f,43967,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000750,43970,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000751,43974,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000752,46345,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000753,46346,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000754,46377,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000755,46379,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000756,46381,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000757,46393,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000758,46407,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000759,46409,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000075a,46502,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000075b,46537,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000075c,46553,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000075d,46595,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000075e,46704,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000075f,44070,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000760,44101,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000761,44111,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000762,44121,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000763,44126,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000764,44138,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000765,46743,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000766,46745,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000767,46772,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000768,46773,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000769,46786,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000076a,46806,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000076b,46807,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000076c,46913,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000076d,46915,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000076e,46920,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000076f,46922,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000770,46931,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000771,46933,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000772,43010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000773,43030,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000774,43032,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000775,43070,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000776,43106,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000777,43116,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000778,43117,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000779,43136,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000077a,43142,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000077b,43151,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000077c,43156,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000077d,43157,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000077e,43203,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000077f,44243,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000780,44251,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000781,44274,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000782,44285,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000783,44302,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000784,44303,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000785,44304,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000786,44306,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000787,44308,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000788,44311,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000789,44403,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000078a,46957,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000078b,46958,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000078c,46959,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000078d,46961,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000078e,46967,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000078f,46968,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000790,46978,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000791,46986,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000792,46998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000793,47022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000794,47035,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000795,47324,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000796,47361,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000797,47367,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000798,47381,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000799,47382,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000079a,60026,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000079b,60029,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000079c,60034,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000079d,60040,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000079e,60043,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000079f,60053,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007a0,60072,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007a1,60076,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007a2,60104,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007a3,60109,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007a4,60113,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007a5,60129,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007a6,60130,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007a7,60131,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007a8,60141,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007a9,60144,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007aa,55054,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007ab,55087,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007ac,55155,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007ad,43467,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007ae,44417,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007af,44418,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007b0,44439,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007b1,44493,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007b2,44507,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007b3,44610,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007b4,44652,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007b5,44653,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007b6,44659,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007b7,44661,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007b8,60153,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007b9,60154,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007ba,60155,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007bb,60160,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007bc,60162,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007bd,60163,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007be,60165,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007bf,60171,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007c0,60176,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007c1,60195,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007c2,60203,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007c3,60301,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007c4,60302,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007c5,60304,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007c6,60425,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007c7,60426,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007c8,60428,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007c9,60442,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007ca,60455,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007cb,60456,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007cc,60457,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007cd,60459,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007ce,55310,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007cf,55366,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007d0,55409,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007d1,55410,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007d2,45033,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007d3,45050,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007d4,45051,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007d5,45062,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007d6,45070,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007d7,45115,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007d8,45132,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007d9,45145,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007da,45158,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007db,45160,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007dc,45166,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007dd,45172,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007de,45205,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007df,45207,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007e0,45208,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007e1,45209,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007e2,45212,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007e3,45213,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007e4,45215,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007e5,45216,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007e6,45219,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007e7,45224,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007e8,45229,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007e9,50007,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007ea,50011,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007eb,50026,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007ec,50032,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007ed,50033,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007ee,50041,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007ef,50064,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007f0,50069,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007f1,50078,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007f2,50101,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007f3,50102,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007f4,50104,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007f5,50105,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007f6,50120,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007f7,54670,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007f8,54946,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007f9,54985,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007fa,41503,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007fb,41817,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007fc,41861,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007fd,40404,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007fe,40506,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000007ff,40507,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000800,41062,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000801,41271,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000802,41543,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000803,41544,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000804,41547,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000805,41553,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000806,41519,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000807,41524,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000808,41526,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000809,41527,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000080a,41528,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000080b,41534,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000080c,41535,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000080d,41538,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000080e,41539,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000080f,41540,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000810,41555,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000811,41558,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000812,41560,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000813,41562,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000814,41564,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000815,41566,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000816,41567,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000817,41571,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000818,41572,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000819,41612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000081a,41622,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000081b,41643,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000081c,41669,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000081d,41713,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000081e,41725,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000081f,41766,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000820,41810,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000821,53501,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000822,53526,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000823,53530,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000824,53537,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000825,53540,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000826,53553,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000827,53571,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000828,53574,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000829,53580,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000082a,53585,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000082b,53586,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000082c,53702,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000082d,53726,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000082e,53792,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000082f,53802,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000830,53803,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000831,50673,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000832,50680,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000833,50681,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000834,50839,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000835,50842,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000836,48233,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000837,48234,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000838,48235,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000839,48237,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000083a,48238,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000083b,48240,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000083c,48243,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000083d,48336,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000083e,48397,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000083f,48434,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000840,48440,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000841,61448,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000842,61452,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000843,61453,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000844,61460,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000845,61466,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000846,61470,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000847,61471,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000848,61472,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000849,61475,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000084a,61478,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000084b,61479,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000084c,61516,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000084d,61519,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000084e,61524,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000084f,61525,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000850,61528,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000851,61532,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000852,61534,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000853,61541,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000854,61545,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000855,61552,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000856,61553,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000857,61562,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000858,61563,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000859,61564,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000085a,61567,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000085b,61605,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000085c,61606,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000085d,61625,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000085e,61701,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000085f,61720,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000860,64420,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000861,45410,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000862,45416,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000863,45428,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000864,45617,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000865,45618,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000866,45621,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000867,45624,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000868,45628,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000869,45630,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000086a,45673,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000086b,45716,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000086c,45721,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000086d,51363,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000086e,51364,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000086f,51440,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000870,51444,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000871,51459,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000872,51463,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000873,48551,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000874,48553,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000875,48554,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000876,48627,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000877,48630,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000878,48710,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000879,61730,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000087a,61731,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000087b,61740,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000087c,61741,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000087d,61743,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000087e,61744,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000087f,61750,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000880,61751,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000881,61756,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000882,61769,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000883,61772,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000884,61774,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000885,61778,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000886,61810,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000887,61811,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000888,61812,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000889,61814,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000088a,61815,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000088b,61816,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000088c,61831,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000088d,61839,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000088e,54760,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000088f,24020,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000890,24612,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000891,54625,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000892,24142,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000893,54637,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000894,54645,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000895,54931,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000896,61848,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000897,61851,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000898,61857,"{""type"":""MultiPoint"",""coordinates"":[]}"
00040000000000000899,61871,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000089a,64432,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000089b,64434,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000089c,64453,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000089d,64499,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000089e,44670,"{""type"":""MultiPoint"",""coordinates"":[]}"
0004000000000000089f,44671,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008a0,44678,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008a1,44682,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008a2,44687,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008a3,44693,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008a4,44702,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008a5,44703,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008a6,44704,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008a7,44706,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008a8,44707,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008a9,44709,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008aa,44710,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008ab,44802,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008ac,44804,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008ad,44809,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008ae,44815,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008af,44816,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008b0,44825,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008b1,44828,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008b2,44841,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008b3,44849,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008b4,44850,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008b5,44853,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008b6,44856,"{""type"":""MultiPoint"",""coordinates"":[]}"
000400000000000008b7,44861,"{""type"":""MultiPoint"",""coordinates"":[]}"
