system:index,ZCTA5CE10,.geo
00020000000000000c5b,38781,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c5c,39054,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c5d,39167,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c5e,39174,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c5f,39193,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c60,39206,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c61,39217,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c62,39269,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c63,85003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c64,85004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c65,85035,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c66,85083,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c67,85119,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c68,85122,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c69,85140,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c6a,85143,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c6b,85173,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c6c,85259,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c6d,79508,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c6e,79537,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c6f,79539,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c70,79544,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c71,79699,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c72,79701,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c73,79703,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c74,79705,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c75,79733,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c76,79742,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c77,79744,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c78,79749,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c79,79778,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c7a,79780,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c7b,79783,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c7c,73441,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c7d,85296,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c7e,85301,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c7f,85302,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c80,85324,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c81,79785,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c82,79845,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c83,79903,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c84,79908,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c85,79911,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c86,79916,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c87,79920,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c88,79924,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c89,80864,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c8a,85619,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c8b,85620,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c8c,85622,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c8d,85623,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c8e,85626,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c8f,85629,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c90,85654,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c91,85706,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c92,85707,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c93,85708,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c94,85710,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c95,85711,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c96,85714,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c97,85716,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c98,85718,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c99,85719,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c9a,85723,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c9b,85724,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c9c,85746,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c9d,85748,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c9e,85755,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000c9f,85756,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ca0,85757,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ca1,85923,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ca2,85934,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ca3,80920,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ca4,80922,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ca5,80923,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ca6,80927,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ca7,80929,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ca8,80930,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ca9,80938,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000caa,80939,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cab,81024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cac,81027,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cad,81033,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cae,81038,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000caf,81043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cb0,81087,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cb1,81126,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cb2,81129,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cb3,81148,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cb4,86003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cb5,86011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cb6,86313,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cb7,86314,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cb8,86315,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cb9,86325,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cba,86326,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cbb,86327,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cbc,86351,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cbd,81221,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cbe,81227,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cbf,81231,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cc0,81232,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cc1,81239,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cc2,81242,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cc3,81244,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cc4,81330,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cc5,81335,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cc6,71631,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cc7,74753,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cc8,84735,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cc9,71659,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cca,71666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ccb,71711,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ccc,71745,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ccd,71759,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cce,71772,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ccf,71865,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cd0,75848,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cd1,75849,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cd2,75856,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cd3,75858,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cd4,75936,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cd5,71272,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cd6,71279,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cd7,71401,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cd8,71406,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cd9,71410,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cda,71426,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cdb,87750,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cdc,87828,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cdd,87831,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cde,87933,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cdf,87939,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ce0,88001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ce1,88003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ce2,88004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ce3,88008,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ce4,88028,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ce5,88032,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ce6,88033,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ce7,88052,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ce8,88053,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ce9,88056,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cea,88065,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ceb,88121,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cec,75962,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000ced,75978,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cee,76010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cef,76022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cf0,76061,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cf1,76104,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cf2,76105,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cf3,76129,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cf4,71466,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cf5,77802,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cf6,77840,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cf7,77901,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cf8,77977,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cf9,77987,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cfa,77988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cfb,77993,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cfc,88255,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cfd,88265,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cfe,88268,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000cff,88323,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d00,88324,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d01,88343,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d02,88348,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d03,88351,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d04,88353,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d05,88355,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d06,88427,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d07,76155,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d08,76209,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d09,76253,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d0a,76268,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d0b,76301,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d0c,76302,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d0d,76309,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d0e,76311,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d0f,76402,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d10,78029,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d11,78050,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d12,78060,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d13,78142,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d14,78145,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d15,78146,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d16,78162,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d17,78202,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d18,78203,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d19,76466,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d1a,76490,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d1b,76508,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d1c,76565,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d1d,76573,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d1e,76597,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d1f,76598,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d20,76599,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d21,78215,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d22,78225,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d23,78330,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d24,78335,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d25,78339,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d26,78342,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d27,78344,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d28,78351,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d29,78352,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d2a,78359,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d2b,78402,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d2c,78404,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d2d,78405,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d2e,78406,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d2f,76798,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d30,76874,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d31,76908,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d32,76934,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d33,76937,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d34,76940,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d35,78409,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d36,78416,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d37,78417,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d38,78419,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d39,78504,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d3a,78536,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d3b,78543,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d3c,78548,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d3d,78558,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d3e,78574,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d3f,78588,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d40,78589,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d41,78595,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d42,78619,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d43,76955,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d44,76957,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d45,77006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d46,77010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d47,77046,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d48,78652,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d49,78677,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d4a,78705,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d4b,78712,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d4c,78722,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d4d,78723,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d4e,78739,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d4f,78745,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d50,78751,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d51,78752,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d52,78753,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d53,78756,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000d54,78757,"{""type"":""MultiPoint"",""coordinates"":[]}"
