system:index,ADM1_NAME,ADM2_NAME,.geo
00050000000000000870,Tennessee,Hickman,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000871,Tennessee,Houston,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000872,Tennessee,Humphreys,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000873,Tennessee,Jackson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000874,Tennessee,Jefferson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000875,Tennessee,Johnson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000876,Tennessee,Knox,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000877,Tennessee,Lake,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000878,Tennessee,Lauderdale,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000879,Tennessee,Lawrence,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000087a,Tennessee,Lewis,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000087b,Tennessee,Lincoln,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000087c,Tennessee,Loudon,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000087d,Tennessee,Macon,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000087e,Tennessee,Madison,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000087f,Tennessee,Marion,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000880,Tennessee,Marshall,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000881,Tennessee,Maury,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000882,Tennessee,McMinn,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000883,Tennessee,McNairy,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000884,Tennessee,Meigs,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000885,Tennessee,Monroe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000886,Tennessee,Montgomery,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000887,Tennessee,Moore,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000888,Tennessee,Morgan,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000889,Tennessee,Obion,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000088a,Tennessee,Overton,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000088b,Tennessee,Perry,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000088c,Tennessee,Pickett,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000088d,Tennessee,Polk,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000088e,Tennessee,Putnam,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000088f,Tennessee,Rhea,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000890,Tennessee,Roane,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000891,Tennessee,Robertson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000892,Tennessee,Rutherford,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000893,Tennessee,Scott,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000894,Tennessee,Sequatchie,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000895,Tennessee,Sevier,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000896,Tennessee,Smith,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000897,Tennessee,Stewart,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000898,Tennessee,Sullivan,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000899,Tennessee,Sumner,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000089a,Tennessee,Trousdale,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000089b,Tennessee,Unicoi,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000089c,Tennessee,Union,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000089d,Tennessee,Van Buren,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000089e,Tennessee,Warren,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000089f,Tennessee,Washington,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008a0,Tennessee,Wayne,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008a1,Tennessee,Weakley,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008a2,Tennessee,White,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008a3,Tennessee,Williamson,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008a4,Tennessee,Wilson,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008a8,Alabama,Autauga,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008a9,Alabama,Baldwin,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008aa,Alabama,Barbour,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008ab,Alabama,Bibb,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008ac,Alabama,Blount,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008ad,Alabama,Bullock,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008ae,Alabama,Butler,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008af,Alabama,Calhoun,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008b0,Alabama,Chambers,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008b1,Alabama,Cherokee,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008b2,Alabama,Chilton,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008b3,Alabama,Choctaw,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008b4,Alabama,Clarke,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008b5,Alabama,Clay,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008b6,Alabama,Cleburne,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008b7,Alabama,Coffee,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008b8,Alabama,Colbert,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008b9,Alabama,Conecuh,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008ba,Alabama,Coosa,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008bb,Alabama,Covington,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008bc,Alabama,Crenshaw,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008bd,Alabama,Cullman,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008be,Alabama,Dale,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008bf,Alabama,Dallas,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008c0,Alabama,DeKalb,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008c1,Alabama,Elmore,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008c2,Alabama,Escambia,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008c3,Alabama,Etowah,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008c4,Alabama,Fayette,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008c5,Alabama,Franklin,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008c6,Alabama,Geneva,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008c7,Alabama,Greene,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008c8,Alabama,Hale,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008c9,Alabama,Henry,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008ca,Alabama,Houston,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008cb,Alabama,Jackson,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008cc,Alabama,Jefferson,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008cd,Alabama,Lamar,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008ce,Alabama,Lauderdale,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008cf,Alabama,Lawrence,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008d0,Alabama,Lee,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008d1,Alabama,Limestone,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008d2,Alabama,Lowndes,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008d3,Alabama,Macon,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008d4,Alabama,Madison,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008d5,Alabama,Marengo,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008d6,Alabama,Marion,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008d7,Alabama,Marshall,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008d8,Alabama,Mobile,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008d9,Alabama,Monroe,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008da,Alabama,Montgomery,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008db,Alabama,Morgan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008dc,Alabama,Perry,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008dd,Alabama,Pickens,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008de,Alabama,Pike,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008df,Alabama,Randolph,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008e0,Alabama,Russell,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008e1,Alabama,Shelby,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008e2,Alabama,St. Clair,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008e3,Alabama,Sumter,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008e4,Alabama,Talladega,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008e5,Alabama,Tallapoosa,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008e6,Alabama,Tuscaloosa,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008e7,Alabama,Walker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008e8,Alabama,Washington,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008e9,Alabama,Wilcox,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008ea,Alabama,Winston,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008eb,Connecticut,Fairfield,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008ec,Connecticut,Hartford,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008ed,Connecticut,Litchfield,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008ee,Connecticut,Middlesex,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008ef,Connecticut,New Haven,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008f0,Connecticut,New London,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008f1,Connecticut,Tolland,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008f2,Connecticut,Windham,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008f3,Delaware,Kent,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008f4,Delaware,New Castle,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008f5,Delaware,Sussex,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008f6,District of Columbia,District of Columbia,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008f7,Florida,Alachua,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008f8,Florida,Baker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008f9,Florida,Bay,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008fa,Florida,Bradford,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008fb,Florida,Brevard,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008fc,Florida,Broward,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008fd,Florida,Calhoun,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008fe,Florida,Charlotte,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000008ff,Florida,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000900,Florida,Clay,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000901,Florida,Collier,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000902,Florida,Columbia,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000903,Florida,DeSoto,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000904,Florida,Dixie,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000905,Florida,Duval,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000906,Florida,Escambia,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000907,Florida,Flagler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000908,Florida,Franklin,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000909,Florida,Gadsden,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000090a,Florida,Gilchrist,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000090b,Florida,Glades,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000090c,Florida,Gulf,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000090d,Florida,Hamilton,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000090e,Florida,Hardee,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000090f,Florida,Hendry,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000910,Florida,Hernando,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000911,Florida,Highlands,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000912,Florida,Hillsborough,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000913,Florida,Holmes,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000914,Florida,Indian River,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000915,Florida,Jackson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000916,Florida,Jefferson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000917,Florida,Lafayette,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000918,Florida,Lake,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000919,Florida,Lee,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000091a,Florida,Leon,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000091b,Florida,Levy,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000091c,Florida,Liberty,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000091d,Florida,Madison,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000091e,Florida,Manatee,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000091f,Florida,Marion,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000920,Florida,Martin,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000921,Florida,Miami-Dade,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000922,Florida,Monroe,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000923,Florida,Nassau,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000924,Florida,Okaloosa,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000925,Florida,Okeechobee,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000926,Florida,Orange,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000927,Florida,Osceola,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000928,Florida,Palm Beach,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000929,Florida,Pasco,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000092a,Florida,Pinellas,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000092b,Florida,Polk,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000092c,Florida,Putnam,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000092d,Florida,Santa Rosa,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000092e,Florida,Sarasota,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000092f,Florida,Seminole,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000930,Florida,St. Johns,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000931,Florida,St. Lucie,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000932,Florida,Sumter,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000933,Florida,Suwannee,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000934,Florida,Taylor,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000935,Florida,Union,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000936,Florida,Volusia,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000937,Florida,Wakulla,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000938,Florida,Walton,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000939,Florida,Washington,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000093a,Georgia,Appling,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000093b,Georgia,Atkinson,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000093c,Georgia,Bacon,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000093d,Georgia,Baker,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000093e,Georgia,Baldwin,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000093f,Georgia,Banks,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000940,Georgia,Barrow,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000941,Georgia,Bartow,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000942,Georgia,Ben Hill,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000943,Georgia,Berrien,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000944,Georgia,Bibb,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000945,Georgia,Bleckley,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000946,Georgia,Brantley,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000947,Georgia,Brooks,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000948,Georgia,Bryan,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000949,Georgia,Bulloch,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000094a,Georgia,Burke,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000094b,Georgia,Butts,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000094c,Georgia,Calhoun,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000094d,Georgia,Camden,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000094e,Georgia,Candler,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000094f,Georgia,Carroll,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000950,Georgia,Catoosa,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000951,Georgia,Charlton,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000952,Georgia,Chatham,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000953,Georgia,Chattahoochee,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000954,Georgia,Chattooga,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000955,Georgia,Cherokee,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000956,Georgia,Clarke,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000957,Georgia,Clay,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000958,Georgia,Clayton,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000959,Georgia,Clinch,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000095a,Georgia,Cobb,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000095b,Georgia,Coffee,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000095c,Georgia,Colquitt,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000095d,Georgia,Columbia,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000095e,Georgia,Cook,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000095f,Georgia,Coweta,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000960,Georgia,Crawford,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000961,Georgia,Crisp,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000962,Georgia,Dade,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000963,Georgia,Dawson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000964,Georgia,Decatur,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000965,Georgia,DeKalb,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000966,Georgia,Dodge,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000967,Georgia,Dooly,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000968,Georgia,Dougherty,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000969,Georgia,Douglas,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000096a,Georgia,Early,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000096b,Georgia,Echols,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000096c,Georgia,Effingham,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000096d,Georgia,Elbert,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000096e,Georgia,Emanuel,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000096f,Georgia,Evans,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000970,Georgia,Fannin,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000971,Georgia,Fayette,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000972,Georgia,Floyd,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000973,Georgia,Forsyth,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000974,Georgia,Franklin,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000975,Georgia,Fulton,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000976,Georgia,Gilmer,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000977,Georgia,Glascock,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000978,Georgia,Glynn,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000979,Georgia,Gordon,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000097a,Georgia,Grady,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000097b,Georgia,Greene,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000097c,Georgia,Gwinnett,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000097d,Georgia,Habersham,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000097e,Georgia,Hall,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000097f,Georgia,Hancock,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000980,Georgia,Haralson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000981,Georgia,Harris,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000982,Georgia,Hart,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000983,Georgia,Heard,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000984,Georgia,Henry,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000985,Georgia,Houston,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000986,Georgia,Irwin,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000987,Georgia,Jackson,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000988,Georgia,Jasper,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000989,Georgia,Jeff Davis,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000098a,Georgia,Jefferson,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000098b,Georgia,Jenkins,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000098c,Georgia,Johnson,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000098d,Georgia,Jones,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000098e,Georgia,Lamar,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000098f,Georgia,Lanier,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000990,Georgia,Laurens,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000991,Georgia,Lee,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000992,Georgia,Liberty,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000993,Georgia,Lincoln,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000994,Georgia,Long,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000995,Georgia,Lowndes,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000996,Georgia,Lumpkin,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000997,Georgia,Macon,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000998,Georgia,Madison,"{""type"":""MultiPoint"",""coordinates"":[]}"
00050000000000000999,Georgia,Marion,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000099a,Georgia,McDuffie,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000099b,Georgia,McIntosh,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000099c,Georgia,Meriwether,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000099d,Georgia,Miller,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000099e,Georgia,Mitchell,"{""type"":""MultiPoint"",""coordinates"":[]}"
0005000000000000099f,Georgia,Monroe,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000009a0,Georgia,Montgomery,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000009a1,Georgia,Morgan,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000009a2,Georgia,Murray,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000009a3,Georgia,Muscogee,"{""type"":""MultiPoint"",""coordinates"":[]}"
000500000000000009a4,Georgia,Newton,"{""type"":""MultiPoint"",""coordinates"":[]}"
